Date,Ppt,Tair,RH,Wind speed,Wind direction,Srad
2015-01-01 00:00:00,0.0,-1.09,81.5,1.052,52.27,0.63
2015-01-01 01:00:00,0.0,-1.038,81.7,0.959,46.71,0.62
2015-01-01 02:00:00,0.0,-0.981,82.0,1.062,52.04,0.6
2015-01-01 03:00:00,0.0,-0.814,81.9,0.887,58.91,0.64
2015-01-01 04:00:00,0.0,-0.805,90.0,0.828,16.55,0.2
2015-01-01 05:00:00,0.0,-1.45,96.5,1.035,46.66,0.39
2015-01-01 06:00:00,0.0,-1.623,97.5,1.128,44.23,0.0
2015-01-01 07:00:00,0.0,-1.532,97.8,0.818,55.48,0.01
2015-01-01 08:00:00,0.0,-1.371,98.2,0.595,49.05,1.66
2015-01-01 09:00:00,0.0,-1.191,98.7,0.821,61.78,15.86
2015-01-01 10:00:00,0.0,-0.881,98.9,1.067,52.98,32.23
2015-01-01 11:00:00,0.0,-0.548,98.9,0.896,50.39,53.05
2015-01-01 12:00:00,0.254,-0.105,98.7,0.957,41.33,85.24
2015-01-01 13:00:00,0.0,0.23,98.7,0.786,37.01,72.17
2015-01-01 14:00:00,0.0,0.443,98.8,1.241,59.63,70.64
2015-01-01 15:00:00,0.0,0.639,99.3,0.738,59.34,47.21
2015-01-01 16:00:00,0.0,0.726,99.7,0.981,55.43,28.79
2015-01-01 17:00:00,0.0,0.789,100.0,1.336,30.93,12.98
2015-01-01 18:00:00,0.254,0.828,100.0,1.458,30.22,2.19
2015-01-01 19:00:00,0.0,0.838,100.0,1.434,36.4,0.0
2015-01-01 20:00:00,0.0,1.017,100.0,1.299,33.85,0.0
2015-01-01 21:00:00,0.254,1.034,100.0,1.774,24.5,0.0
2015-01-01 22:00:00,0.0,0.955,100.0,1.644,27.59,0.0
2015-01-01 23:00:00,0.0,0.969,100.0,1.323,42.33,0.02
2015-01-02 00:00:00,0.0,1.005,100.0,1.37,29.66,0.0
2015-01-02 01:00:00,0.0,0.73,100.0,1.817,8.32,0.0
2015-01-02 02:00:00,0.0,0.425,100.0,1.567,18.36,0.0
2015-01-02 03:00:00,0.0,0.632,100.0,0.929,34.37,0.01
2015-01-02 04:00:00,0.0,0.683,100.0,1.076,38.71,0.0
2015-01-02 05:00:00,0.254,0.805,100.0,1.357,20.68,0.0
2015-01-02 06:00:00,0.0,0.814,100.0,1.172,20.45,0.0
2015-01-02 07:00:00,0.254,0.59,100.0,1.262,23.7,0.0
2015-01-02 08:00:00,0.0,0.641,100.0,1.419,29.04,2.04
2015-01-02 09:00:00,0.0,0.747,100.0,1.46,29.1,12.51
2015-01-02 10:00:00,0.0,0.954,100.0,1.375,24.3,19.49
2015-01-02 11:00:00,0.254,1.028,100.0,1.536,25.5,30.8
2015-01-02 12:00:00,0.0,1.134,100.0,1.53,32.74,44.92
