Date,Ppt,Tair,RH,Wind speed,Wind direction,Srad
2015-01-01 00:00:00,0.0,-0.632,84.5,1.102,359.6,0.0
2015-01-01 01:00:00,0.0,-0.542,84.6,0.874,14.88,0.15
2015-01-01 02:00:00,0.0,-0.439,83.4,1.178,22.2,0.27
2015-01-01 03:00:00,0.0,-0.328,83.0,0.785,28.02,0.26
2015-01-01 04:00:00,0.0,-0.311,91.0,0.811,5.05,0.04
2015-01-01 05:00:00,0.0,-0.912,99.1,1.357,8.44,0.48
2015-01-01 06:00:00,0.0,-1.06,99.6,1.565,24.34,0.63
2015-01-01 07:00:00,0.0,-1.007,99.7,1.192,21.52,0.56
2015-01-01 08:00:00,0.0,-0.928,100.0,0.765,14.56,2.01
2015-01-01 09:00:00,0.0,-0.786,100.0,1.172,29.33,18.4
2015-01-01 10:00:00,0.0,-0.411,100.0,1.268,35.18,37.25
2015-01-01 11:00:00,0.0,-0.188,100.0,1.028,17.22,53.09
2015-01-01 12:00:00,0.762,0.177,100.0,0.89,19.52,84.2
2015-01-01 13:00:00,1.016,0.4,100.0,1.059,342.8,72.3
2015-01-01 14:00:00,0.0,0.819,100.0,1.148,30.03,84.32
2015-01-01 15:00:00,0.0,1.222,100.0,1.078,35.47,68.62
2015-01-01 16:00:00,0.508,1.25,100.0,1.023,18.12,25.64
2015-01-01 17:00:00,0.0,1.257,100.0,1.133,2.69,13.15
2015-01-01 18:00:00,0.0,1.311,100.0,1.444,357.7,2.18
2015-01-01 19:00:00,0.0,1.445,100.0,1.448,6.68,0.0
2015-01-01 20:00:00,0.0,1.511,100.0,1.552,7.94,0.0
2015-01-01 21:00:00,0.254,1.566,100.0,1.748,357.8,0.0
2015-01-01 22:00:00,0.0,1.573,100.0,1.817,358.1,0.0
2015-01-01 23:00:00,0.0,1.47,100.0,1.705,3.19,0.0
2015-01-02 00:00:00,0.0,1.351,100.0,1.439,12.15,0.0
2015-01-02 01:00:00,0.0,1.436,100.0,2.205,346.6,0.0
2015-01-02 02:00:00,0.0,1.291,100.0,1.717,349.2,0.0
2015-01-02 03:00:00,0.254,1.177,100.0,1.608,0.95,0.0
2015-01-02 04:00:00,0.0,1.247,100.0,1.33,15.78,0.0
2015-01-02 05:00:00,0.0,1.32,100.0,1.244,7.12,0.0
2015-01-02 06:00:00,0.254,1.444,100.0,1.273,346.0,0.0
2015-01-02 07:00:00,0.254,1.285,100.0,1.682,344.2,0.0
2015-01-02 08:00:00,0.0,1.144,100.0,1.863,347.3,2.24
2015-01-02 09:00:00,0.0,1.265,100.0,1.228,358.7,12.06
2015-01-02 10:00:00,0.0,1.485,100.0,1.708,349.1,23.93
2015-01-02 11:00:00,0.0,1.598,100.0,1.918,344.2,39.0
2015-01-02 12:00:00,0.0,1.818,100.0,1.481,6.66,54.82
2015-01-02 13:00:00,0.254,2.049,100.0,1.303,12.27,60.79
2015-01-02 14:00:00,0.0,2.222,100.0,1.183,358.9,47.98
2015-01-02 15:00:00,0.254,2.366,100.0,1.343,357.3,37.99
2015-01-02 16:00:00,0.0,2.457,100.0,1.327,1.02,54.8
2015-01-02 17:00:00,0.254,2.416,100.0,1.912,341.9,19.96
2015-01-02 18:00:00,0.254,2.254,100.0,1.806,347.6,2.46
2015-01-02 19:00:00,0.0,2.189,100.0,1.651,352.2,0.0
2015-01-02 20:00:00,0.254,1.955,100.0,2.813,341.4,0.0
2015-01-02 21:00:00,0.0,1.86,100.0,3.065,342.1,0.0
2015-01-02 22:00:00,0.508,1.786,100.0,3.175,319.6,0.0
2015-01-02 23:00:00,7.112,1.677,100.0,0.936,31.39,0.19
2015-01-03 00:00:00,2.032,1.738,100.0,1.766,338.8,0.07
2015-01-03 01:00:00,0.254,1.701,100.0,1.516,354.3,0.08
2015-01-03 02:00:00,0.254,1.796,100.0,0.986,159.3,0.0
2015-01-03 03:00:00,0.0,2.018,100.0,1.084,285.5,0.01
2015-01-03 04:00:00,0.0,2.072,100.0,1.948,308.4,0.0
2015-01-03 05:00:00,0.0,2.108,100.0,2.058,304.1,0.0
2015-01-03 06:00:00,0.0,2.154,100.0,2.229,314.1,0.0
2015-01-03 07:00:00,0.0,2.199,100.0,2.855,308.5,0.0
2015-01-03 08:00:00,0.0,2.36,100.0,2.902,302.0,4.26
2015-01-03 09:00:00,0.0,3.024,98.0,2.005,298.4,48.73
2015-01-03 10:00:00,0.0,4.218,92.2,2.461,305.3,210.91
2015-01-03 11:00:00,0.0,7.102,73.54,2.155,308.8,513.79
2015-01-03 12:00:00,0.0,10.46,57.33,1.601,339.1,618.76
2015-01-03 13:00:00,0.0,12.74,45.59,2.257,308.7,659.21
2015-01-03 14:00:00,0.0,14.81,37.89,3.193,287.3,637.06
2015-01-03 15:00:00,0.0,16.56,29.39,4.144,282.5,551.35
2015-01-03 16:00:00,0.0,17.3,28.45,3.328,276.8,401.35
2015-01-03 17:00:00,0.0,16.75,32.8,2.741,275.2,210.19
2015-01-03 18:00:00,0.0,14.7,42.01,1.505,282.6,36.09
2015-01-03 19:00:00,0.0,11.96,48.32,1.636,289.4,0.0
2015-01-03 20:00:00,0.0,10.74,53.23,0.909,284.6,0.0
