Date, Ppt, Tair, RH, Wind speed, Wind direction, Srad   
10/01/14 00:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 01:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 02:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 03:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 04:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 05:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 06:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 07:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 08:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 09:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 10:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 11:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 12:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 13:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 14:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 15:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 16:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 17:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 18:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 19:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 20:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 21:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 22:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/01/14 23:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 00:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 01:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 02:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 03:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 04:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 05:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 06:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 07:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 08:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 09:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 10:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 11:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 12:00,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN
10/02/14 13:00,  0.000, 30.690,  57.30,  4.425, 225.40, 531.57
10/02/14 14:00,  0.000, 30.990,  55.60,  4.275, 220.40, 450.71
10/02/14 15:00,  0.000, 31.490,  49.64,  4.353, 219.10, 493.36
10/02/14 16:00,  0.000, 32.520,  50.41,  4.824, 213.70, 549.65
10/02/14 17:00,  0.000, 32.110,  50.65,  4.460, 217.10, 320.72
10/02/14 18:00,  0.000, 31.030,  56.25,  3.139, 214.60, 111.16
10/02/14 19:00,  0.000, 28.770,  66.07,  1.654, 224.20,   3.98
10/02/14 20:00,  0.000, 26.780,  60.45,  1.406, 238.00,   0.00
10/02/14 21:00,  5.588, 20.870,  94.70,  0.780,   7.43,   0.10
10/02/14 22:00,  0.000, 19.480,  88.00,  0.026, 344.00,   0.00
10/02/14 23:00,  0.000, 20.290,  83.90,  0.230, 244.00,   0.19
10/03/14 00:00,  0.000, 19.410,  85.00,  0.254,  31.63,   0.42
10/03/14 01:00,  0.000, 17.900,  93.90,  0.000,   0.00,   0.02
10/03/14 02:00,  0.000, 16.740,  94.20,  0.022, 267.60,   0.00
10/03/14 03:00,  0.000, 15.450,  96.60,  0.000,   0.00,   0.00
10/03/14 04:00,  0.000, 14.730,  94.80,  0.000,   0.00,   0.00
10/03/14 05:00,  0.000, 14.520,  96.10,  0.000,   0.00,   0.00
10/03/14 06:00,  0.000, 13.910,  97.60,  0.004, 168.30,   0.00
10/03/14 07:00,  0.000, 13.240,  97.00,  0.021, 234.70,   8.65
10/03/14 08:00,  0.000, 15.470,  82.60,  0.335, 236.30, 134.50
10/03/14 09:00,  0.000, 19.520,  58.93,  1.646,  49.11, 408.06
10/03/14 10:00,  0.000, 21.460,  52.60,  2.614,  44.49, 616.52
10/03/14 11:00,  0.000, 23.210,  45.66,  2.404,  36.23, 775.52
10/03/14 12:00,  0.000, 24.640,  39.96,  2.607,  31.26, 871.39
10/03/14 13:00,  0.000, 26.000,  36.36,  2.544,  30.33, 898.69
10/03/14 14:00,  0.000, 26.950,  33.10,  2.152,  25.97, 852.97
10/03/14 15:00,  0.000, 27.830,  29.64,  2.107,  25.66, 740.03
10/03/14 16:00,  0.000, 27.940,  28.96,  2.049,  29.75, 568.42
10/03/14 17:00,  0.000, 27.470,  27.34,  2.487,  44.54, 356.20
10/03/14 18:00,  0.000, 26.040,  34.36,  1.895,  45.24, 132.52
10/03/14 19:00,  0.000, 22.600,  46.49,  0.814,  39.21,   3.96
10/03/14 20:00,  0.000, 19.180,  68.50,  0.238,  37.74,   0.00
10/03/14 21:00,  0.000, 16.630,  71.42,  0.000,   0.00,   0.00
10/03/14 22:00,  0.000, 14.880,  84.50,  0.000,   0.00,   0.00
10/03/14 23:00,  0.000, 13.630,  86.40,  0.000,   0.00,   0.00
10/04/14 00:00,  0.000, 12.740,  90.20,  0.000,   0.00,   0.00
10/04/14 01:00,  0.000, 12.070,  93.90,  0.000,   0.00,   0.00
10/04/14 02:00,  0.000, 14.730,  63.40,  1.318,  52.92,   0.00
10/04/14 03:00,  0.000, 13.900,  84.60,  0.346, 143.30,   0.00
10/04/14 04:00,  0.000, 11.570,  92.30,  0.000,   0.00,   0.00
10/04/14 05:00,  0.000, 11.300,  93.70,  0.250, 256.00,   0.00
10/04/14 06:00,  0.000, 10.420,  96.80,  0.000,   0.00,   0.00
10/04/14 07:00,  0.000, 10.100,  93.10,  0.014, 196.00,   9.03
10/04/14 08:00,  0.000, 12.170,  80.80,  0.453, 223.00, 137.05
10/04/14 09:00,  0.000, 16.040,  64.70,  1.323,  77.17, 384.18
10/04/14 10:00,  0.000, 17.900,  51.59,  1.763,  83.50, 589.91
10/04/14 11:00,  0.000, 19.850,  47.03,  1.742,  93.80, 746.86
10/04/14 12:00,  0.000, 22.880,  40.20,  1.659, 129.80, 842.73
10/04/14 13:00,  0.000, 24.760,  36.19,  2.053, 154.60, 871.05
10/04/14 14:00,  0.000, 25.820,  37.65,  2.487, 170.60, 830.79
10/04/14 15:00,  0.000, 26.720,  33.92,  2.449, 177.60, 717.86
10/04/14 16:00,  0.000, 27.040,  31.85,  2.796, 172.30, 550.68
10/04/14 17:00,  0.000, 26.700,  31.61,  2.672, 171.90, 341.53
10/04/14 18:00,  0.000, 25.540,  35.96,  2.014, 174.60, 123.17
10/04/14 19:00,  0.000, 22.350,  48.86,  1.269, 190.10,   3.10
10/04/14 20:00,  0.000, 19.620,  48.20,  0.872, 205.40,   0.00
10/04/14 21:00,  0.000, 19.350,  56.92,  0.261, 188.20,   0.00
10/04/14 22:00,  0.000, 17.710,  62.36,  0.220, 247.30,   0.00
10/04/14 23:00,  0.000, 18.140,  61.98,  1.380, 241.30,   0.00
10/05/14 00:00,  0.000, 18.490,  72.91,  2.258, 228.80,   0.00
10/05/14 01:00,  0.000, 17.940,  84.00,  2.176, 225.70,   0.00
10/05/14 02:00,  0.000, 18.040,  87.30,  1.973, 211.20,   0.00
10/05/14 03:00,  0.000, 18.790,  85.90,  2.618, 219.40,   0.00
10/05/14 04:00,  0.000, 18.960,  85.10,  2.965, 221.40,   0.00
10/05/14 05:00,  0.000, 19.220,  84.50,  3.849, 224.70,   0.00
