========================================
Citation:
Pierre, JP, Dashtian, H, &amp; Young, MH. Texas Soil Observation Network (TxSON).
File Created/Processed: 2026-02-24 15:29:18
========================================
Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag
2014-09-30 11:00:00,4.83,0.000,0.000,0.029,0.015,19.26,18.82,18.66,19.33,2290614272
2014-09-30 12:00:00,0.00,0.000,0.000,0.038,0.020,26.50,25.03,24.20,25.11,2290614272
2014-09-30 13:00:00,0.00,0.000,0.000,0.038,0.020,29.73,26.62,24.32,25.14,2290614272
2014-09-30 14:00:00,0.00,0.000,0.000,0.038,0.020,33.08,28.60,24.69,25.15,2290614272
2014-09-30 15:00:00,0.00,0.000,0.000,0.038,0.019,35.42,30.38,25.30,25.15,2290614272
2014-09-30 16:00:00,0.00,0.000,0.000,0.038,0.019,36.43,31.61,26.04,25.16,2290614272
2014-09-30 17:00:00,0.00,0.000,0.000,0.038,0.019,36.19,32.21,26.81,25.16,2290614272
2014-09-30 18:00:00,0.00,0.000,0.000,0.038,0.019,35.19,32.30,27.48,25.18,2290614272
2014-09-30 19:00:00,0.00,0.000,0.000,0.038,0.019,33.23,31.77,28.00,25.20,2290614272
2014-09-30 20:00:00,0.00,0.000,0.000,0.039,0.019,31.05,30.81,28.30,25.24,2290614272
2014-09-30 21:00:00,0.00,0.000,0.000,0.039,0.020,29.12,29.72,28.37,25.30,2290614272
2014-09-30 22:00:00,0.00,0.000,0.000,0.039,0.020,27.58,28.67,28.26,25.36,2290614272
2014-09-30 23:00:00,0.00,0.000,0.000,0.038,0.020,26.45,27.76,28.02,25.43,2290614272
2014-10-01 00:00:00,0.00,0.000,0.000,0.038,0.020,25.69,27.01,27.72,25.50,2290614272
2014-10-01 01:00:00,0.00,0.000,0.000,0.038,0.020,25.11,26.44,27.41,25.57,2290614272
2014-10-01 02:00:00,0.00,0.000,0.000,0.038,0.020,24.63,25.95,27.11,25.65,2290614272
2014-10-01 03:00:00,0.00,0.000,0.000,0.038,0.020,24.38,25.57,26.83,25.72,2290614272
2014-10-01 04:00:00,0.00,0.000,0.000,0.038,0.020,24.54,25.38,26.57,25.77,2290614272
2014-10-01 05:00:00,0.00,0.000,0.000,0.038,0.020,24.66,25.33,26.35,25.81,2290614272
2014-10-01 06:00:00,0.00,0.000,0.000,0.038,0.020,24.40,25.23,26.20,25.84,2290614272
2014-10-01 07:00:00,0.00,0.000,0.000,0.038,0.020,23.96,24.98,26.05,25.86,2290614272
2014-10-01 08:00:00,0.00,0.000,0.000,0.038,0.020,23.64,24.71,25.90,25.88,2290614272
2014-10-01 09:00:00,0.00,0.000,0.000,0.038,0.020,23.67,24.52,25.75,25.88,2290614272
2014-10-01 10:00:00,0.00,0.000,0.000,0.038,0.020,24.33,24.63,25.61,25.88,2290614272
2014-10-01 11:00:00,0.00,0.000,0.000,0.038,0.020,25.79,25.13,25.51,25.88,2290614272
2014-10-01 12:00:00,0.00,0.000,0.000,0.038,0.020,28.16,26.50,25.53,25.88,2290614272
2014-10-01 13:00:00,0.00,0.000,0.000,0.038,0.020,30.24,27.85,25.73,25.86,2290614272
2014-10-01 14:00:00,0.00,0.000,0.000,0.038,0.020,33.58,29.64,26.11,25.85,2290614272
2014-10-01 15:00:00,0.00,0.000,0.000,0.038,0.020,36.29,31.44,26.67,25.83,2827485184
2014-10-01 16:00:00,0.00,0.000,0.000,0.038,0.020,37.62,32.83,27.38,25.81,2827485184
2014-10-01 17:00:00,0.00,0.000,0.001,0.038,0.020,37.65,33.61,28.14,25.82,2827485184
2014-10-01 18:00:00,0.00,0.000,0.001,0.038,0.020,36.57,33.72,28.84,25.83,2290614272
2014-10-01 19:00:00,0.00,0.000,0.000,0.039,0.020,34.69,33.19,29.39,25.85,2290614272
2014-10-01 20:00:00,0.00,0.000,0.000,0.039,0.020,32.65,32.28,29.67,25.89,2290614272
2014-10-01 21:00:00,0.00,0.000,0.000,0.039,0.020,30.79,31.23,29.74,25.93,2290614272
2014-10-01 22:00:00,0.00,0.000,0.000,0.039,0.020,29.37,30.21,29.61,26.01,2290614272
2014-10-01 23:00:00,0.00,0.000,0.000,0.038,0.020,28.36,29.38,29.38,26.08,2290614272
2014-10-02 00:00:00,0.00,0.000,0.000,0.038,0.020,27.55,28.66,29.09,26.16,2290614272
2014-10-02 01:00:00,0.00,0.000,0.000,0.038,0.020,26.94,28.07,28.79,26.23,2290614272
2014-10-02 02:00:00,0.00,0.000,0.000,0.038,0.020,26.46,27.59,28.49,26.30,2290614272
2014-10-02 03:00:00,0.00,0.000,0.000,0.038,0.020,26.12,27.18,28.21,26.36,2290614272
2014-10-02 04:00:00,0.00,0.000,0.000,0.038,0.020,25.87,26.87,27.94,26.42,2290614272
2014-10-02 05:00:00,0.00,0.000,0.000,0.038,0.020,25.62,26.59,27.70,26.46,2290614272
2014-10-02 06:00:00,0.00,0.000,0.000,0.038,0.020,25.37,26.34,27.49,26.48,2290614272
2014-10-02 07:00:00,0.00,0.000,0.000,0.038,0.020,25.09,26.09,27.29,26.51,2290614272
2014-10-02 08:00:00,0.00,0.000,0.000,0.038,0.020,24.86,25.85,27.08,26.53,2290614272
2014-10-02 09:00:00,0.00,0.000,0.000,0.038,0.020,24.84,25.67,26.90,26.52,2290614272
2014-10-02 10:00:00,0.00,0.000,0.000,0.038,0.020,25.54,25.75,26.73,26.53,2290614272
2014-10-02 11:00:00,0.00,0.000,0.000,0.038,0.020,26.83,26.29,26.63,26.51,2290614272
2014-10-02 12:00:00,0.00,0.000,0.000,0.038,0.020,28.44,27.23,26.63,26.52,2290614272
2014-10-02 13:00:00,0.00,0.000,0.000,0.038,0.020,31.07,28.65,26.78,26.50,2290614272
2014-10-02 14:00:00,0.00,0.000,0.000,0.037,0.020,32.87,30.03,27.10,26.47,2290614272
2014-10-02 15:00:00,0.00,0.000,0.000,0.038,0.020,34.39,31.10,27.56,26.46,2290614272
2014-10-02 16:00:00,0.00,0.000,0.000,0.038,0.020,35.53,32.04,28.06,26.46,2290614272
2014-10-02 17:00:00,0.00,0.000,0.000,0.038,0.020,36.24,32.90,28.58,26.44,2290614272
2014-10-02 18:00:00,0.00,0.000,0.000,0.038,0.020,35.71,33.20,29.12,26.45,2290614272
2014-10-02 19:00:00,0.00,0.000,0.000,0.038,0.020,34.28,32.84,29.56,26.45,2290614272
2014-10-02 20:00:00,0.00,0.000,0.000,0.038,0.020,32.58,32.12,29.82,26.47,2290614272
2014-10-02 21:00:00,3.30,0.000,0.000,0.038,0.020,30.73,31.23,29.89,26.51,2290614272
2014-10-02 22:00:00,0.00,0.000,0.000,0.038,0.020,27.51,29.80,29.78,26.54,2290614272
2014-10-02 23:00:00,0.25,0.000,0.000,0.038,0.020,25.29,28.29,29.51,26.60,2290614272
2014-10-03 00:00:00,0.00,0.000,0.000,0.038,0.020,23.46,26.94,29.06,26.66,2290614272
2014-10-03 01:00:00,0.00,0.000,0.000,0.038,0.020,22.21,25.75,28.53,26.72,2290614272
2014-10-03 02:00:00,0.00,0.000,0.000,0.038,0.020,21.37,24.82,27.98,26.76,2290614272
2014-10-03 03:00:00,0.00,0.000,0.000,0.037,0.020,20.74,24.08,27.43,26.81,2290614272
2014-10-03 04:00:00,0.00,0.000,0.000,0.037,0.020,20.08,23.42,26.92,26.82,2290614272
2014-10-03 05:00:00,0.00,0.000,0.000,0.037,0.020,19.46,22.77,26.42,26.84,2290614272
2014-10-03 06:00:00,0.00,0.000,0.000,0.037,0.020,18.85,22.20,25.95,26.84,2290614272
2014-10-03 07:00:00,0.00,0.000,0.000,0.037,0.020,18.03,21.57,25.50,26.83,2290614272
2014-10-03 08:00:00,0.00,0.000,0.000,0.037,0.020,17.23,20.91,25.06,26.79,2290614272
2014-10-03 09:00:00,0.00,0.000,0.000,0.036,0.020,16.82,20.31,24.60,26.76,2290614272
